Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
erectile dysfunction fairfax county,67,67,170,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/alexandria/,0,0,0.00,0.33,1350000,"[0,17,66,53,100,0,0,100,66,35,35,35]",2026-02-01,"People also ask, Related searches, AI overview",commercial,Organic
gaithersburg hormone disorders,28,28,70,0,0.00,https://proactivwellnesscenters.com/trt/gaithersburg/,0,0,0.00,0,111000,"[33,100,100]",2026-02-08,"Local pack, People also ask, Related searches, AI overview",informational,Organic
gaithersburg hormone disorders,98,98,70,0,0.00,https://proactivwellnesscenters.com/gainswave-therapy/gaithersburg/,0,0,0.00,0,111000,"[33,100,100]",2026-02-08,"Local pack, People also ask, Related searches, AI overview",informational,Organic
evaluate trt nation on at home therapy,93,0,40,11,0.00,https://proactivwellnesscenters.com/trt/arlington/,0,0,0.00,0,5410000,"[40,100,80]",2026-02-19,"People also ask, Related searches, AI overview",transactional,Organic
proactiv solution side effects,77,77,50,24,0.00,https://proactivwellnesscenters.com/trt/germantown/,0,0,0.00,0.05,42300,"[45,63,45,27,63,63,63,45,45,36,18,18]",2026-02-17,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
alzheimers care woodbridge,97,97,70,9,0.00,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/woodbridge/,0,0,0.00,0.33,97500,"[0,0,9,19,14,23,19,33,66,100,80,80]",2026-01-08,"Local pack, Image, Related searches",commercial,Organic
affordable weight loss clinic near me,68,68,70,31,0.00,https://proactivwellnesscenters.com/medical-weight-loss/martinsburg/,0,0,0.00,0,213000000,"[0,4,4,9,23,14,23,33,66,100,66,23]",2025-12-25,"Local pack, Sitelinks, Related searches",transactional,Organic
advantages of fruits,35,35,210,60,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.05,176000000,"[21,21,9,9,14,100,21,14,14,17,26,11]",2026-01-20,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
testosterone replacement therapy newtown,56,56,40,2,0.00,https://proactivwellnesscenters.com/trt/morgantown/,0,0,0.00,0,27700,"[0,63,0,18,18,18,0,81,100,63,45,45]",2026-01-25,"Local pack, Image, People also ask, Related searches",informational,Organic
what does a fruit do,78,78,70,48,0.00,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0,1010000000,"[23,23,33,52,33,66,33,33,23,42,66,23]",2026-02-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
proactive medicine,27,27,170,36,0.16,https://proactivwellnesscenters.com/,0,0,0.00,0.08,97700000,"[33,42,66,66,80,80,100,80,80,66,100,80]",2026-01-20,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
proactiv contact,66,66,40,32,2.22,https://proactivwellnesscenters.com/our-locations/,0,0,0.00,0.15,350000,"[35,35,35,35,35,50,50,14,14,14,14,14]",2025-12-27,"Video, Featured snippet, People also ask, Related searches",informational,Organic
weight loss shots columbia md,14,14,50,5,0.00,https://proactivwellnesscenters.com/medical-weight-loss/columbia/,0,0,0.00,0,10900000,"[44,22,77,55,100,77,77,77,77,44,44,44]",2026-02-06,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
is there a natural way to balance your hormones,85,85,40,26,0.72,https://proactivwellnesscenters.com/natural-ways-to-balance-your-hormones/,0,0,0.00,0.88,77400000,"[78,28,14,14,14,100,14,14,14,14,14,14]",2025-12-21,"Sitelinks, Image, Ads bottom, Related searches, Discussions and forums, AI overview",informational,Organic
doctors who specialize in obesity near me,66,66,50,32,0.00,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0,55900000,"[3,6,6,3,15,53,34,43,6,3,0,3]",2026-02-18,"Local pack, Ads bottom, People also ask, Related searches",transactional,Organic
weight loss assistance near me,47,47,30,41,8.93,https://proactivwellnesscenters.com/medical-weight-loss/fairfax/,0,0,0.00,0.78,2160000000,"[50,50,50,50,75,100,75,75,50,75,50,50]",2026-01-25,"Local pack, People also ask, Related searches",transactional,Organic
xymogen login,57,57,110,17,3.82,https://stores.proactivwellnesscenters.com/Xymogen-Policy_ep_41.html,0,0,0.00,0.6,48900,"[23,23,18,23,23,23,15,18,15,15,18,11]",2026-02-11,"Sitelinks, Related searches","navigational, transactional",Organic
how do you treat leaky gut syndrome,93,93,90,57,0.00,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0,7300000,"[41,0,0,0,0,0,0,0,0,0,0,0]",2026-01-03,"Sitelinks, Image, Related searches, Discussions and forums, AI overview",informational,Organic
sex therapy arlington,83,83,50,4,0.00,https://proactivwellnesscenters.com/gainswave-therapy/arlington/,0,0,0.00,0,1310000,"[57,42,42,42,42,57,57,57,100,100,100,100]",2026-01-09,"Local pack, People also ask",commercial,Organic
weight loss medication st george,69,69,50,12,0.00,https://proactivwellnesscenters.com/medical-weight-loss/prince-georges-county/,0,0,0.00,0,27400000,"[35,7,35,28,0,0,100,78,50,64]",2026-01-04,"Local pack, Video, Image, Related searches",commercial,Organic
pa medical weight loss,60,60,210,26,0.00,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0,344000000,"[81,100,65,53,28,65,65,53,53]",2025-12-30,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
pa medical weight loss,98,98,210,26,0.00,https://proactivwellnesscenters.com/medical-weight-loss/harrisburg/,0,0,0.00,0,344000000,"[81,100,65,53,28,65,65,53,53]",2025-12-30,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
mthfr gene mutation and folic acid,66,66,260,50,0.43,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.29,614000,"[22,35,43,81,29,43,35,35,66,66,54,81]",2026-01-03,"Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
future of regenerative medicine,56,56,40,,0.00,https://proactivwellnesscenters.com/exploring-future-trends-in-regenerative-medicine/,0,0,0.00,0.02,45100000,"[33,44,55,22,44,55,55,0,100,55,77,22]",2025-12-31,"Sitelinks, Video, Video Carousel, People also ask, Related searches","commercial, informational",Organic
future of regenerative medicine,59,59,40,,0.00,https://proactivwellnesscenters.com/exploring-future-trends-in-regenerative-medicine/,0,0,0.00,0.02,45100000,"[33,44,55,22,44,55,55,0,100,55,77,22]",2025-12-31,"Sitelinks, Video, Video Carousel, People also ask, Related searches","commercial, informational",Organic
best therapy chantilly,83,83,40,16,0.00,https://proactivwellnesscenters.com/gainswave-therapy/chantilly/,0,0,0.00,0.01,3920000,"[11,8,8,8,8,6,6,11,3,3,3,3]",2026-01-20,"Knowledge panel, Video, People also ask",commercial,Organic
weight loss clinic near me that accepts insurance,73,73,110,41,0.00,https://proactivwellnesscenters.com/medical-weight-loss/martinsburg/,0,0,0.00,0,1160000000,"[8,3,5,6,15,18,8,35,28,28,28,28]",2026-01-17,"Local pack, People also ask, Related searches",transactional,Organic
pemf therapy for cancer treatment,75,75,70,28,0.00,https://proactivwellnesscenters.com/hormone-replacement/pulsed-electro-magnetic-field-pemf-therapy/,0,0,0.00,0,425000,"[36,63,27,36,45,45,36,63,81,100,81,81]",2026-02-05,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
supportive oligonucleotide therapy near me,32,32,50,0,0.00,https://proactivwellnesscenters.com/hormone-replacement/supportive-oligonucleotide-therapy-sot/,0,0,0.00,0.05,622000,"[17,17,17,29,11,23,11,23,23,64,64,64]",2026-02-06,"Local pack, Image, People also ask, Related searches, AI overview",transactional,Organic
seriously health reviews,36,36,40,19,4.61,https://proactivwellnesscenters.com/patient-reviews/,0,0,0.00,0.29,187000000,"[45,63,45,63,45,18,18,18,18,18,18,18]",2026-02-15,"Knowledge panel, Video, People also ask, Related searches",commercial,Organic
virginia lyme,19,19,90,21,0.00,https://proactivwellnesscenters.com/hormone-replacement/northern-virginia-lyme-disease-diagnosis-and-treatment-program/,0,0,0.00,0.01,20600000,"[23,23,23,14,42,80,80,42,33,33,33,33]",2026-02-01,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
dr bredesen protocol,38,38,90,32,0.46,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/pittsburgh/,0,0,0.00,0.48,82600,"[81,29,10,14,18,10,14,10,18,14,8,14]",2026-01-26,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best weight loss centers near me,14,14,110,8,7.07,https://proactivwellnesscenters.com/medical-weight-loss/arlington/,0,0,0.00,0.75,2590000000,"[4,14,14,6,43,22,35,14,43,29,29,14]",2025-12-22,"Local pack, Video, Related searches",transactional,Organic
mold remediation york,24,24,50,5,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/york/,0,0,0.00,0.31,8410000,"[7,14,78,14,14,21,35,35,78,64,50,50]",2025-12-22,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
poly mva iv,58,58,30,2,2.61,https://proactivwellnesscenters.com/poly-mva-with-high-dose-c/,0,0,0.00,0.13,305000,"[21,28,21,21,14,14,21,28,21,21,35,50]",2026-01-16,"People also ask, Related searches",informational,Organic
poly mva iv,68,68,30,2,2.61,https://proactivwellnesscenters.com/phosphatidylcholine-iv-therapy/,0,0,0.00,0.13,305000,"[21,28,21,21,14,14,21,28,21,21,35,50]",2026-01-16,"People also ask, Related searches",informational,Organic
mthfr gene mutation and blood clots,61,61,110,20,1.12,https://proactivwellnesscenters.com/hormone-replacement/mthfr-implications-and-treatment/,0,0,0.00,0.02,40400,"[50,78,50,64,78,64,64,100,78,78,78,78]",2026-02-17,"Video, People also ask, Related searches, AI overview",informational,Organic
proactive md mauldin,58,58,90,14,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.02,13100,"[9,52,52,52,52,42,23,33,42,33,33,33]",2026-02-07,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
proactive md mauldin,71,71,90,14,0.00,https://proactivwellnesscenters.com/home/,0,0,0.00,0.02,13100,"[9,52,52,52,52,42,23,33,42,33,33,33]",2026-02-07,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
medical treatment for mold exposure,98,98,40,53,0.00,https://proactivwellnesscenters.com/cirs-mold-toxicity-treatment/silver-spring/,0,0,0.00,0,25400000,"[2,2,2,2,2,2,4,3,5,5,11,4]",2026-01-06,"Sitelinks, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
weight loss clinic in pa,87,87,40,25,5.71,https://proactivwellnesscenters.com/medical-weight-loss/pittsburgh/,0,0,0.00,0.61,0,"[19,33,23,33,33,9,33,9,9,9,9,9]",2026-01-06,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
proactive natural medicine,9,9,90,40,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.03,39300000,"[11,64,100,64,100,52,41,41,41,29,41,41]",2026-01-04,"Knowledge panel, Sitelinks, Video",navigational,Organic
proactive natural medicine,30,30,90,40,0.00,https://proactivwellnesscenters.com/dr-lawson/,0,0,0.00,0.03,39300000,"[11,64,100,64,100,52,41,41,41,29,41,41]",2026-01-04,"Knowledge panel, Sitelinks, Video",navigational,Organic
fruits health benefits,68,68,70,76,0.04,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.04,561000000,"[15,34,65,19,80,15,19,0,34,15,26,26]",2025-12-27,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
semagutide dominion,89,89,210,18,0.00,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/tysons-corner/,0,0,0.00,0,17600,"[4,35,22,29,29,29,29,100,81,54,43,6]",2026-02-08,"Video, Image, People also ask",informational,Organic
weight loss programs harrisburg pa,11,11,40,10,6.44,https://proactivwellnesscenters.com/medical-weight-loss/harrisburg/,0,0,0.00,0.68,519000,"[55,100,55,33,77,44,55,44,33,22,22,22]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
weight loss programs harrisburg pa,21,21,40,10,6.44,https://proactivwellnesscenters.com/pwc-max-weight-loss-program/harrisburg/,0,0,0.00,0.68,519000,"[55,100,55,33,77,44,55,44,33,22,22,22]",2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
poly-mva,57,57,70,34,1.56,https://proactivwellnesscenters.com/poly-mva-with-high-dose-c/,0,0,0.00,0.43,921000,"[2,3,4,3,1,3,4,1,2,1,4,7]",2026-01-16,"Knowledge panel, Sitelinks, People also ask, Related searches",informational,Organic
what do fruits do,72,72,50,62,0.00,https://proactivwellnesscenters.com/fruits-and-their-surprising-benefits/,0,0,0.00,0.01,955000000,"[9,9,9,9,52,52,9,9,9,9,80,9]",2026-01-23,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
department of aging pg county md,93,93,90,24,3.77,https://proactivwellnesscenters.com/gainswave-therapy/prince-georges-county/,0,0,0.00,0.15,438000,"[78,64,64,35,64,50,78,78,78,78,100,50]",2026-01-26,"People also ask, Related searches",informational,Organic
how long does it take leaky gut to heal,1,1,70,11,0.12,https://proactivwellnesscenters.com/intestinal-permeability-leaky-gut-diagnosis-and-treatment/,0,0,0.00,0.14,4370000,"[33,42,23,33,33,42,42,42,42,33,33,33]",2026-01-18,"Sitelinks, People also ask, Related searches, AI overview",informational,AI overview
proactive md mauldin health center,40,40,70,14,0.00,https://proactivwellnesscenters.com/,0,0,0.00,0.1,9480,"[45,45,45,63,63,63,45,63,81,63,81,100]",2025-12-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
proactive md mauldin health center,62,62,70,14,0.00,https://proactivwellnesscenters.com/patient-area/,0,0,0.00,0.1,9480,"[45,45,45,63,63,63,45,63,81,63,81,100]",2025-12-20,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
seriously weight loss virginia,90,90,50,18,5.22,https://proactivwellnesscenters.com/medical-weight-loss/falls-church/,0,0,0.00,0.82,42600000,"[29,29,29,41,17,29,41,29,41,41,41,41]",2025-12-27,"Knowledge panel, Sitelinks, Related searches",informational,Organic
bredesen protocol near me,15,15,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/rockville/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,30,30,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/columbia/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,54,54,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/columbia/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,64,64,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/morgantown/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,71,71,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/reston/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,78,78,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/leesburg/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,81,81,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/germantown/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,84,84,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/linton-hall/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,86,86,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/bethesda/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
bredesen protocol near me,87,87,50,7,0.32,https://proactivwellnesscenters.com/bredesen-protocol-alzheimers-treatment/arlington/,0,0,0.00,0.27,135000,"[63,18,18,18,18,63,81,27,100,100,36,45]",2026-01-29,"People also ask, Related searches, AI overview","informational, transactional",Organic
